General Ledger,,,,,,,,,
Sandbox Company_US_2,,,,,,,,,
"January 1, 2023-December 31, 2025",,,,,,,,,

,Distribution account,Transaction date,Transaction type,Num,Name,Memo/Description,Item split account full name,Amount,Balance
,Undeposited Funds,08/23/2025,Sales Receipt,2479,Hand LLC,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,"302,518.65"
,Undeposited Funds,08/24/2025,Sales Receipt,2478,Ebert-Krajcik,,Design income,75.00,"302,593.65"
,Undeposited Funds,08/24/2025,Payment,,Fadel-Oberbrunner,,Accounts Receivable (A/R),10.00,"302,603.65"
,Undeposited Funds,08/24/2025,Payment,,Runte-Breitenberg,,Accounts Receivable (A/R),850.00,"303,453.65"
,Undeposited Funds,08/25/2025,Sales Receipt,2485,Huels Group,,Landscaping Services,35.00,"303,488.65"
,Undeposited Funds,08/25/2025,Payment,,Becker-Adams,,Accounts Receivable (A/R),140.00,"303,628.65"
,Undeposited Funds,08/26/2025,Sales Receipt,2483,Fadel LLC,,Landscaping Services,0.00,"303,628.65"
,Undeposited Funds,08/30/2025,Payment,,Fadel LLC,,Accounts Receivable (A/R),680.71,"304,309.36"
,Undeposited Funds,08/30/2025,Payment,,Fadel LLC,,Accounts Receivable (A/R),225.00,"304,534.36"
,Undeposited Funds,09/01/2025,Sales Receipt,2524,Hand LLC,,Landscaping Services,35.00,"304,569.36"
,Undeposited Funds,09/01/2025,Payment,,Becker-Adams,,Accounts Receivable (A/R),75.00,"304,644.36"
,Undeposited Funds,09/05/2025,Payment,,Leuschke-Ernser,,Accounts Receivable (A/R),772.54,"305,416.90"
,Undeposited Funds,09/07/2025,Sales Receipt,2516,Hand LLC,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,"305,416.90"
,Undeposited Funds,09/07/2025,Sales Receipt,2521,Watsica-Gottlieb,,Services,0.00,"305,416.90"
,Undeposited Funds,09/07/2025,Payment,,Glover-Pfannerstill,,Accounts Receivable (A/R),293.24,"305,710.14"
,Undeposited Funds,09/10/2025,Sales Receipt,2513,"Kiehn, Franecki and Nicolas",,Other Income,0.00,"305,710.14"
,Undeposited Funds,09/10/2025,Sales Receipt,2517,"Predovic, Kohler and Boyer",,Landscaping Services:Job Materials:Plants and Soil,0.00,"305,710.14"
,Undeposited Funds,09/10/2025,Sales Receipt,2520,Fadel LLC,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,"305,710.14"
,Undeposited Funds,09/10/2025,Payment,,"Lynch, Ziemann and Wehner",,Accounts Receivable (A/R),385.00,"306,095.14"
,Undeposited Funds,09/10/2025,Payment,,Hand LLC,,Accounts Receivable (A/R),675.00,"306,770.14"
,Undeposited Funds,09/10/2025,Payment,,Thompson-Aufderhar,,Accounts Receivable (A/R),126.34,"306,896.48"
,Undeposited Funds,09/10/2025,Payment,,Krajcik Inc,,Accounts Receivable (A/R),45.00,"306,941.48"
,Undeposited Funds,09/11/2025,Payment,,Hammes LLC,,Accounts Receivable (A/R),516.21,"307,457.69"
,Undeposited Funds,09/12/2025,Sales Receipt,2519,"Lehner, Hane and Borer",,Services,0.00,"307,457.69"
,Undeposited Funds,09/15/2025,Sales Receipt,2525,Nienow-Mitchell,,Landscaping Services:Job Materials:Plants and Soil,0.00,"307,457.69"
,Undeposited Funds,09/17/2025,Sales Receipt,2522,Ebert-Krajcik,,Landscaping Services:Labor:Installation,50.00,"307,507.69"
,Undeposited Funds,09/17/2025,Payment,,Johnston-Berge,,Accounts Receivable (A/R),300.00,"307,807.69"
,Undeposited Funds,09/18/2025,Payment,,Rice-Block,,Accounts Receivable (A/R),445.00,"308,252.69"
,Undeposited Funds,09/18/2025,Payment,,Greenholt-Cassin,,Accounts Receivable (A/R),210.00,"308,462.69"
,Undeposited Funds,09/19/2025,Payment,,Mayert-Lehner,,Accounts Receivable (A/R),"1,350.00","309,812.69"
,Undeposited Funds,09/21/2025,Payment,,"Auer, Keeling and Steuber",,Accounts Receivable (A/R),420.00,"310,232.69"
,Undeposited Funds,09/21/2025,Payment,,Glover-Pfannerstill,,Accounts Receivable (A/R),175.00,"310,407.69"
,Undeposited Funds,09/21/2025,Payment,,Romaguera and Sons,,Accounts Receivable (A/R),410.00,"310,817.69"
,Undeposited Funds,09/21/2025,Payment,,"Thiel, Keeling and O'Keefe",,Accounts Receivable (A/R),612.39,"311,430.08"
,Undeposited Funds,09/23/2025,Sales Receipt,2515,Mohr-Koch,,Other Income,0.00,"311,430.08"
,Undeposited Funds,09/24/2025,Payment,,Prohaska LLC,,Accounts Receivable (A/R),755.82,"312,185.90"
,Undeposited Funds,09/25/2025,Payment,,Mohr-Koch,,Accounts Receivable (A/R),245.00,"312,430.90"
,Undeposited Funds,09/26/2025,Sales Receipt,2518,Leuschke-Ernser,,Other Income,0.00,"312,430.90"
,Undeposited Funds,09/26/2025,Sales Receipt,2523,Lind-Willms,,Landscaping Services,35.00,"312,465.90"
,Undeposited Funds,09/28/2025,Sales Receipt,2514,Fadel LLC,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,"312,465.90"
,Undeposited Funds,09/30/2025,Payment,,Leuschke-Ernser,,Accounts Receivable (A/R),575.00,"313,040.90"
,Undeposited Funds,10/02/2025,Sales Receipt,2555,Watsica-Gottlieb,,Pest Control Services,35.00,"313,075.90"
,Undeposited Funds,10/02/2025,Payment,,Nienow-Mitchell,,Accounts Receivable (A/R),865.00,"313,940.90"
,Undeposited Funds,10/02/2025,Payment,,"Auer, Keeling and Steuber",,Accounts Receivable (A/R),210.81,"314,151.71"
,Undeposited Funds,10/02/2025,Payment,,Bergstrom LLC,,Accounts Receivable (A/R),274.02,"314,425.73"
,Undeposited Funds,10/02/2025,Payment,,"Langworth, Nolan and Harris",,Accounts Receivable (A/R),465.00,"314,890.73"
,Undeposited Funds,10/03/2025,Sales Receipt,2560,Kub and Sons,,Landscaping Services,35.00,"314,925.73"
,Undeposited Funds,10/03/2025,Payment,,Runte-Breitenberg,,Accounts Receivable (A/R),20.00,"314,945.73"
,Undeposited Funds,10/07/2025,Payment,,Freeman Sporting Goods:0969 Ocean View Road,,Accounts Receivable (A/R),226.75,"315,172.48"
,Undeposited Funds,10/07/2025,Sales Receipt,2564,"Auer, Keeling and Steuber",,Services,0.00,"315,172.48"
,Undeposited Funds,10/07/2025,Payment,,"Willms, Ratke and Little",,Accounts Receivable (A/R),540.51,"315,712.99"
,Undeposited Funds,10/09/2025,Payment,,"Wehner, O'Conner and Bashirian",,Accounts Receivable (A/R),320.00,"316,032.99"
,Undeposited Funds,10/10/2025,Payment,,Huel-Botsford,,Accounts Receivable (A/R),994.30,"317,027.29"
,Undeposited Funds,10/10/2025,Payment,,Glover-Pfannerstill,,Accounts Receivable (A/R),105.00,"317,132.29"
,Undeposited Funds,10/11/2025,Sales Receipt,2566,Bergstrom LLC,,Landscaping Services:Labor:Installation,50.00,"317,182.29"
,Undeposited Funds,10/11/2025,Payment,,Johnston-Berge,,Accounts Receivable (A/R),315.00,"317,497.29"
,Undeposited Funds,10/12/2025,Payment,,Bahringer Inc,,Accounts Receivable (A/R),80.00,"317,577.29"
,Undeposited Funds,10/12/2025,Payment,,Sauer Group,,Accounts Receivable (A/R),300.00,"317,877.29"
,Undeposited Funds,10/13/2025,Sales Receipt,2556,Hand LLC,,Other Income,0.00,"317,877.29"
,Undeposited Funds,10/15/2025,Payment,,"Langworth, Nolan and Harris",,Accounts Receivable (A/R),150.00,"318,027.29"
,Undeposited Funds,10/16/2025,Sales Receipt,2557,Hand LLC,,Landscaping Services:Job Materials:Plants and Soil,10.00,"318,037.29"
,Undeposited Funds,10/17/2025,Sales Receipt,2554,Ebert-Krajcik,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,"318,037.29"
,Undeposited Funds,10/17/2025,Sales Receipt,2565,"Crooks, Pollich and Mertz",,Design income,75.00,"318,112.29"
,Undeposited Funds,10/18/2025,Sales Receipt,2561,Hammes LLC,,Other Income,0.00,"318,112.29"
,Undeposited Funds,10/22/2025,Sales Receipt,2559,Lind-Willms,,Other Income,0.00,"318,112.29"
,Undeposited Funds,10/22/2025,Payment,,Runte-Breitenberg,,Accounts Receivable (A/R),139.32,"318,251.61"
,Undeposited Funds,10/23/2025,Sales Receipt,2562,"Crooks, Pollich and Mertz",,Landscaping Services:Labor:Installation,50.00,"318,301.61"
,Undeposited Funds,10/25/2025,Payment,,Mayert-Lehner,,Accounts Receivable (A/R),160.00,"318,461.61"
,Undeposited Funds,10/26/2025,Sales Receipt,2563,Kub and Sons,,Landscaping Services:Job Materials:Plants and Soil,0.00,"318,461.61"
,Undeposited Funds,10/26/2025,Payment,,Huel-Botsford,,Accounts Receivable (A/R),569.08,"319,030.69"
,Undeposited Funds,10/26/2025,Payment,,"Wehner, O'Conner and Bashirian",,Accounts Receivable (A/R),280.00,"319,310.69"
,Undeposited Funds,10/27/2025,Sales Receipt,2567,"Willms, Ratke and Little",,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,"319,310.69"
,Undeposited Funds,10/28/2025,Payment,,"Thiel, Keeling and O'Keefe",,Accounts Receivable (A/R),383.84,"319,694.53"
,Undeposited Funds,10/30/2025,Payment,,Schoen-O'Reilly,,Accounts Receivable (A/R),315.00,"320,009.53"
,Undeposited Funds,10/30/2025,Payment,,Sauer Group,,Accounts Receivable (A/R),150.00,"320,159.53"
,Undeposited Funds,10/31/2025,Sales Receipt,2558,Hand LLC,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,"320,159.53"
,Undeposited Funds,10/31/2025,Payment,,"Lynch, Ziemann and Wehner",,Accounts Receivable (A/R),140.00,"320,299.53"
,Undeposited Funds,11/01/2025,Payment,,"Willms, Ratke and Little",,Accounts Receivable (A/R),100.00,"320,399.53"
,Undeposited Funds,11/01/2025,Payment,,"Crooks, Pollich and Mertz",,Accounts Receivable (A/R),300.00,"320,699.53"
,Undeposited Funds,11/02/2025,Payment,,"Willms, Ratke and Little",,Accounts Receivable (A/R),927.07,"321,626.60"
,Undeposited Funds,11/06/2025,Sales Receipt,2600,Grant and Sons,,Landscaping Services:Labor:Installation,50.00,"321,676.60"
,Undeposited Funds,11/06/2025,Payment,,Watsica-Gottlieb,,Accounts Receivable (A/R),590.00,"322,266.60"
,Undeposited Funds,11/08/2025,Payment,,"Wehner, O'Conner and Bashirian",,Accounts Receivable (A/R),795.85,"323,062.45"
,Undeposited Funds,11/08/2025,Payment,,Greenholt-Cassin,,Accounts Receivable (A/R),150.00,"323,212.45"
,Undeposited Funds,11/09/2025,Payment,,Hammes LLC,,Accounts Receivable (A/R),750.00,"323,962.45"
,Undeposited Funds,11/09/2025,Payment,,Ortiz-Rogahn,,Accounts Receivable (A/R),375.00,"324,337.45"
,Undeposited Funds,11/09/2025,Payment,,Skiles Inc,,Accounts Receivable (A/R),350.00,"324,687.45"
,Undeposited Funds,11/10/2025,Sales Receipt,2603,Johnston-Berge,,Other Income,0.00,"324,687.45"
,Undeposited Funds,11/11/2025,Payment,,Morar-Ernser,,Accounts Receivable (A/R),470.00,"325,157.45"
,Undeposited Funds,11/12/2025,Sales Receipt,2598,Becker-Adams,,Landscaping Services:Labor:Maintenance and Repair,0.00,"325,157.45"
,Undeposited Funds,11/12/2025,Payment,,Becker-Adams,,Accounts Receivable (A/R),350.00,"325,507.45"
,Undeposited Funds,11/13/2025,Payment,,Bergstrom LLC,,Accounts Receivable (A/R),211.48,"325,718.93"
,Undeposited Funds,11/14/2025,Sales Receipt,2604,Johnston-Berge,,Landscaping Services,0.00,"325,718.93"
,Undeposited Funds,11/14/2025,Sales Receipt,2609,Glover-Pfannerstill,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,"325,718.93"
,Undeposited Funds,11/14/2025,Payment,,Bahringer Inc,,Accounts Receivable (A/R),90.00,"325,808.93"
,Undeposited Funds,11/15/2025,Sales Receipt,2606,Krajcik Inc,,Landscaping Services:Job Materials:Plants and Soil,10.00,"325,818.93"
,Undeposited Funds,11/16/2025,Sales Receipt,2596,"Predovic, Kohler and Boyer",,Design income,75.00,"325,893.93"
,Undeposited Funds,11/17/2025,Sales Receipt,2597,"Lehner, Hane and Borer",,Landscaping Services:Job Materials:Plants and Soil,10.00,"325,903.93"
,Undeposited Funds,11/17/2025,Sales Receipt,2607,Bahringer Inc,,Services,0.00,"325,903.93"
,Undeposited Funds,11/19/2025,Sales Receipt,2608,Welch Inc,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,"325,903.93"
,Undeposited Funds,11/21/2025,Payment,,"Lindgren, Wiegand and White",,Accounts Receivable (A/R),175.00,"326,078.93"
,Undeposited Funds,11/23/2025,Payment,,Romaguera and Sons,,Accounts Receivable (A/R),400.00,"326,478.93"
,Undeposited Funds,11/24/2025,Sales Receipt,2599,"Mohr, Haag and Labadie",,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,"326,478.93"
,Undeposited Funds,11/24/2025,Sales Receipt,2601,Watsica-Gottlieb,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,"326,478.93"
,Undeposited Funds,11/24/2025,Sales Receipt,2602,"Lehner, Hane and Borer",,Landscaping Services:Labor:Maintenance and Repair,0.00,"326,478.93"
,Undeposited Funds,11/24/2025,Payment,,Bergstrom LLC,,Accounts Receivable (A/R),175.00,"326,653.93"
,Undeposited Funds,11/25/2025,Payment,,"Lehner, Hane and Borer",,Accounts Receivable (A/R),450.00,"327,103.93"
,Undeposited Funds,11/26/2025,Payment,,"Stokes, Murray and Wolff",,Accounts Receivable (A/R),890.00,"327,993.93"
,Undeposited Funds,11/27/2025,Payment,,Prohaska LLC,,Accounts Receivable (A/R),250.00,"328,243.93"
,Undeposited Funds,11/28/2025,Payment,,Glover-Pfannerstill,,Accounts Receivable (A/R),820.89,"329,064.82"
,Undeposited Funds,11/29/2025,Sales Receipt,2605,Runte-Breitenberg,,Landscaping Services,35.00,"329,099.82"
,Undeposited Funds,11/30/2025,Payment,,Johnston-Berge,,Accounts Receivable (A/R),594.79,"329,694.61"
,Undeposited Funds,12/01/2025,Payment,,Runte-Breitenberg,,Accounts Receivable (A/R),375.00,"330,069.61"
,Undeposited Funds,12/01/2025,Payment,,"Thiel, Keeling and O'Keefe",,Accounts Receivable (A/R),975.92,"331,045.53"
,Undeposited Funds,12/02/2025,Payment,,Krajcik Inc,,Accounts Receivable (A/R),10.00,"331,055.53"
,Undeposited Funds,12/03/2025,Payment,,Romaguera and Sons,,Accounts Receivable (A/R),600.00,"331,655.53"
,Undeposited Funds,12/04/2025,Sales Receipt,2643,Thompson-Aufderhar,,Design income,75.00,"331,730.53"
,Undeposited Funds,12/04/2025,Sales Receipt,2651,"Langworth, Nolan and Harris",,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,"331,730.53"
,Undeposited Funds,12/05/2025,Payment,,Dukes Basketball Camp,,Accounts Receivable (A/R),460.40,"332,190.93"
,Undeposited Funds,12/05/2025,Sales Receipt,2639,"Lynch, Ziemann and Wehner",,Landscaping Services:Labor:Installation,50.00,"332,240.93"
,Undeposited Funds,12/05/2025,Payment,,"Lynch, Ziemann and Wehner",,Accounts Receivable (A/R),105.00,"332,345.93"
,Undeposited Funds,12/07/2025,Sales Receipt,2642,"Lindgren, Wiegand and White",,Services,0.00,"332,345.93"
,Undeposited Funds,12/08/2025,Payment,,Romaguera and Sons,,Accounts Receivable (A/R),300.00,"332,645.93"
,Undeposited Funds,12/09/2025,Sales Receipt,2646,Mayert-Lehner,,Landscaping Services:Job Materials:Plants and Soil,10.00,"332,655.93"
,Undeposited Funds,12/10/2025,Payment,,"Auer, Keeling and Steuber",,Accounts Receivable (A/R),245.00,"332,900.93"
,Undeposited Funds,12/11/2025,Sales Receipt,2650,Becker-Adams,,Landscaping Services:Job Materials:Plants and Soil,0.00,"332,900.93"
,Undeposited Funds,12/11/2025,Payment,,Prohaska LLC,,Accounts Receivable (A/R),446.76,"333,347.69"
,Undeposited Funds,12/12/2025,Sales Receipt,2640,Hammes LLC,,Services,0.00,"333,347.69"
,Undeposited Funds,12/13/2025,Sales Receipt,2638,Leuschke-Ernser,,Landscaping Services:Labor:Maintenance and Repair,0.00,"333,347.69"
,Undeposited Funds,12/15/2025,Sales Receipt,2648,"Auer, Keeling and Steuber",,Pest Control Services,35.00,"333,382.69"
,Undeposited Funds,12/15/2025,Payment,,Schoen-O'Reilly,,Accounts Receivable (A/R),590.00,"333,972.69"
,Undeposited Funds,12/16/2025,Sales Receipt,2644,Mayert-Lehner,,Pest Control Services,35.00,"334,007.69"
,Undeposited Funds,12/16/2025,Payment,,Mayert-Lehner,,Accounts Receivable (A/R),600.00,"334,607.69"
,Undeposited Funds,12/16/2025,Payment,,Mayert-Lehner,,Accounts Receivable (A/R),60.00,"334,667.69"
,Undeposited Funds,12/16/2025,Payment,,"Stokes, Murray and Wolff",,Accounts Receivable (A/R),280.00,"334,947.69"
,Undeposited Funds,12/17/2025,Sales Receipt,2645,Bahringer Inc,,Landscaping Services:Job Materials:Plants and Soil,0.00,"334,947.69"
,Undeposited Funds,12/19/2025,Payment,,Huel-Botsford,,Accounts Receivable (A/R),320.00,"335,267.69"
,Undeposited Funds,12/21/2025,Sales Receipt,2641,Huel-Botsford,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,"335,267.69"
,Undeposited Funds,12/22/2025,Sales Receipt,2649,"Wehner, O'Conner and Bashirian",,Landscaping Services,35.00,"335,302.69"
,Undeposited Funds,12/23/2025,Payment,,Rice-Block,,Accounts Receivable (A/R),257.54,"335,560.23"
,Undeposited Funds,12/24/2025,Payment,,Nienow-Mitchell,,Accounts Receivable (A/R),712.88,"336,273.11"
,Undeposited Funds,12/26/2025,Payment,,Mohr-Koch,,Accounts Receivable (A/R),194.81,"336,467.92"
,Undeposited Funds,12/27/2025,Sales Receipt,2647,Baumbach-Botsford,,Landscaping Services:Job Materials:Plants and Soil,10.00,"336,477.92"
,Undeposited Funds,12/27/2025,Payment,,"Lindgren, Wiegand and White",,Accounts Receivable (A/R),100.00,"336,577.92"
,Undeposited Funds,12/27/2025,Payment,,Becker-Adams,,Accounts Receivable (A/R),625.00,"337,202.92"
,Undeposited Funds,12/28/2025,Sales Receipt,1014,Diego Rodriguez,,Landscaping Services,140.00,"337,342.92"
,Undeposited Funds,12/28/2025,Payment,,Sushi by Katsuyuki,,Accounts Receivable (A/R),80.00,"337,422.92"
,Undeposited Funds,12/29/2025,Payment,,"Auer, Keeling and Steuber",,Accounts Receivable (A/R),10.00,"337,432.92"
,Undeposited Funds,12/29/2025,Payment,,Mohr-Koch,,Accounts Receivable (A/R),245.00,"337,677.92"
,Undeposited Funds,12/30/2025,Payment,6552,Amy's Bird Sanctuary,,Accounts Receivable (A/R),108.00,"337,785.92"
,Undeposited Funds,12/30/2025,Payment,5421,John Melton,,Accounts Receivable (A/R),300.00,"338,085.92"
,Undeposited Funds,12/30/2025,Sales Receipt,1011,Pye's Cakes,,,78.75,"338,164.67"
,Undeposited Funds,12/30/2025,Deposit,,,,Checking,-140.00,"338,024.67"
,Undeposited Funds,12/30/2025,Deposit,,,,Checking,-78.75,"337,945.92"
,Undeposited Funds,12/31/2025,Payment,,Travis Waldron,,Accounts Receivable (A/R),81.00,"338,026.92"
,Undeposited Funds,12/31/2025,Payment,,Amy's Bird Sanctuary,,Accounts Receivable (A/R),220.00,"338,246.92"
,Undeposited Funds,12/31/2025,Deposit,,,,Checking,-108.00,"338,138.92"
,Undeposited Funds,12/31/2025,Deposit,,,,Checking,-300.00,"337,838.92"
,Undeposited Funds,12/31/2025,Payment,,Romaguera and Sons,,Accounts Receivable (A/R),300.00,"338,138.92"
Total for Undeposited Funds,,,,,,,,"$267,756.66",
Truck,,,,,,,,,
Original Cost,,,,,,,,,
,Original Cost,12/16/2025,Journal Entry,,,Opening Balance,,"13,495.00","13,495.00"
Total for Original Cost,,,,,,,,"$13,495.00",
Total for Truck with sub-accounts,,,,,,,,"$13,495.00",
Accounts Payable (A/P),,,,,,,,,
,Beginning Balance,,,,,,,,"8,747.58"
,Accounts Payable (A/P),01/01/2023,Bill Payment (Check),,"Yundt, Torp and Stoltenberg",,Checking,-259.78,"8,487.80"
,Accounts Payable (A/P),01/01/2023,Vendor Credit,,"Kozey, Cruickshank and Prohaska",,Job Expenses:Equipment Rental,-257.90,"8,229.90"
,Accounts Payable (A/P),01/02/2023,Bill Payment (Check),,Hahn Group,,Checking,-891.20,"7,338.70"
,Accounts Payable (A/P),01/04/2023,Bill,,"Kozey, Cruickshank and Prohaska",,Taxes & Licenses,"1,171.04","8,509.74"
,Accounts Payable (A/P),01/05/2023,Bill,,Hirthe-West,,Automobile:Fuel,565.18,"9,074.92"
,Accounts Payable (A/P),01/05/2023,Bill Payment (Check),,Reynolds Group,,Savings,-450.29,"8,624.63"
,Accounts Payable (A/P),01/09/2023,Bill,,Blanda LLC,,Miscellaneous,726.87,"9,351.50"
,Accounts Payable (A/P),01/10/2023,Bill,,Ortiz-Beatty,,Job Expenses:Permits,120.55,"9,472.05"
,Accounts Payable (A/P),01/12/2023,Bill,,Hirthe-West,,Automobile,260.28,"9,732.33"
,Accounts Payable (A/P),01/12/2023,Bill Payment (Check),,Fisher Group,,Checking,-604.05,"9,128.28"
,Accounts Payable (A/P),01/13/2023,Bill Payment (Check),,"Berge, Lueilwitz and Sanford",,Savings,-403.87,"8,724.41"
,Accounts Payable (A/P),01/14/2023,Vendor Credit,,Bashirian and Sons,,Promotional,-190.93,"8,533.48"
,Accounts Payable (A/P),01/18/2023,Bill,,Weber and Sons,,Meals and Entertainment,549.79,"9,083.27"
,Accounts Payable (A/P),01/19/2023,Bill,,Pfannerstill Group,,Insurance:Workers Compensation,474.88,"9,558.15"
,Accounts Payable (A/P),01/19/2023,Bill Payment (Check),,Bashirian and Sons,,Checking,-702.64,"8,855.51"
,Accounts Payable (A/P),01/22/2023,Bill,,"D'Amore, Brakus and Koch",,Utilities,440.19,"9,295.70"
,Accounts Payable (A/P),01/23/2023,Bill Payment (Check),,Ullrich-Dach,,Savings,"-1,352.09","7,943.61"
,Accounts Payable (A/P),01/23/2023,Bill Payment (Check),,Lubowitz LLC,,Checking,"-1,071.39","6,872.22"
,Accounts Payable (A/P),01/25/2023,Bill,,"Ledner, Kautzer and Turner",,Rent or Lease,849.28,"7,721.50"
,Accounts Payable (A/P),01/26/2023,Bill,,Blanda LLC,,Taxes & Licenses,561.84,"8,283.34"
,Accounts Payable (A/P),01/29/2023,Bill,,Grimes-Schulist,,Uncategorized Expense,"1,049.85","9,333.19"
,Accounts Payable (A/P),01/30/2023,Bill Payment (Check),,Marquardt-Erdman,,Checking,-779.76,"8,553.43"
,Accounts Payable (A/P),02/02/2023,Bill,,Lubowitz LLC,,Depreciation,366.29,"8,919.72"
,Accounts Payable (A/P),02/06/2023,Bill Payment (Check),,Ortiz-Beatty,,Savings,-307.81,"8,611.91"
,Accounts Payable (A/P),02/11/2023,Bill Payment (Check),,Hahn Group,,Savings,-659.38,"7,952.53"
,Accounts Payable (A/P),02/12/2023,Bill,,"D'Amore, Brakus and Koch",,Utilities,269.97,"8,222.50"
,Accounts Payable (A/P),02/12/2023,Bill,,Blanda LLC,,Dues & Subscriptions,629.71,"8,852.21"
,Accounts Payable (A/P),02/13/2023,Bill,,Schroeder-Carroll,,Travel,"1,013.39","9,865.60"
,Accounts Payable (A/P),02/14/2023,Bill Payment (Check),,Bailey-Ruecker,,Savings,"-1,426.04","8,439.56"
,Accounts Payable (A/P),02/14/2023,Vendor Credit,,Moore Group,,Job Expenses:Permits,-474.80,"7,964.76"
,Accounts Payable (A/P),02/15/2023,Bill,,Blanda LLC,,Legal & Professional Fees:Bookkeeper,598.69,"8,563.45"
,Accounts Payable (A/P),02/16/2023,Bill,,Ullrich-Dach,,Legal & Professional Fees:Bookkeeper,993.87,"9,557.32"
,Accounts Payable (A/P),02/16/2023,Bill,,Bashirian and Sons,,Job Expenses:Cost of Labor,"1,099.84","10,657.16"
,Accounts Payable (A/P),02/17/2023,Bill Payment (Check),,"Ledner, Kautzer and Turner",,Savings,-166.07,"10,491.09"
,Accounts Payable (A/P),02/17/2023,Bill Payment (Check),,Hirthe-West,,Checking,-316.47,"10,174.62"
,Accounts Payable (A/P),02/17/2023,Bill Payment (Check),,Kessler Inc,,Savings,-73.86,"10,100.76"
,Accounts Payable (A/P),02/18/2023,Bill,,"Kozey, Cruickshank and Prohaska",,Maintenance and Repair,"1,053.52","11,154.28"
,Accounts Payable (A/P),02/18/2023,Bill,,Cole Group,,Legal & Professional Fees:Accounting,898.24,"12,052.52"
,Accounts Payable (A/P),02/19/2023,Bill Payment (Check),,Hirthe-West,,Savings,-935.18,"11,117.34"
,Accounts Payable (A/P),02/20/2023,Bill,,"Yundt, Torp and Stoltenberg",,Legal & Professional Fees,137.50,"11,254.84"
,Accounts Payable (A/P),02/24/2023,Bill,,Bailey-Ruecker,,Legal & Professional Fees:Accounting,"1,098.24","12,353.08"
,Accounts Payable (A/P),02/25/2023,Vendor Credit,,Hahn Group,,Miscellaneous,-392.24,"11,960.84"
,Accounts Payable (A/P),02/26/2023,Bill Payment (Check),,Marquardt-Erdman,,Checking,-437.51,"11,523.33"
,Accounts Payable (A/P),02/27/2023,Bill Payment (Check),,Blanda LLC,,Checking,"-1,543.06","9,980.27"
,Accounts Payable (A/P),03/03/2023,Bill Payment (Check),,Weber and Sons,,Savings,-549.79,"9,430.48"
,Accounts Payable (A/P),03/04/2023,Bill Payment (Check),,Marquardt-Erdman,,Checking,"-1,065.26","8,365.22"
,Accounts Payable (A/P),03/05/2023,Bill Payment (Check),,Gislason LLC,,Savings,"-1,107.87","7,257.35"
,Accounts Payable (A/P),03/07/2023,Bill Payment (Check),,Hirthe-West,,Checking,-565.18,"6,692.17"
,Accounts Payable (A/P),03/10/2023,Bill Payment (Check),,Bashirian and Sons,,Savings,"-1,045.95","5,646.22"
,Accounts Payable (A/P),03/11/2023,Bill,,Weber and Sons,,Maintenance and Repair:Equipment Repairs,729.82,"6,376.04"
,Accounts Payable (A/P),03/12/2023,Bill Payment (Check),,"Kozey, Cruickshank and Prohaska",,Checking,"-1,171.04","5,205.00"
,Accounts Payable (A/P),03/14/2023,Bill,,Kulas Group,,Travel Meals,"1,531.29","6,736.29"
,Accounts Payable (A/P),03/15/2023,Bill,,Kessler Inc,,Utilities,521.13,"7,257.42"
,Accounts Payable (A/P),03/15/2023,Bill,,"Berge, Lueilwitz and Sanford",,Automobile:Fuel,526.93,"7,784.35"
,Accounts Payable (A/P),03/16/2023,Vendor Credit,,Grimes-Schulist,,Equipment Rental,-110.71,"7,673.64"
,Accounts Payable (A/P),03/17/2023,Bill,,Bailey-Ruecker,,Legal & Professional Fees,"1,168.01","8,841.65"
,Accounts Payable (A/P),03/20/2023,Bill,,Murray Group,,Job Expenses:Permits,645.49,"9,487.14"
,Accounts Payable (A/P),03/20/2023,Vendor Credit,,Blanda LLC,,Unapplied Cash Bill Payment Expense,-401.78,"9,085.36"
,Accounts Payable (A/P),03/21/2023,Bill,,Gislason LLC,,Miscellaneous,"1,180.44","10,265.80"
,Accounts Payable (A/P),03/23/2023,Bill,,Lubowitz LLC,,Maintenance and Repair:Building Repairs,945.53,"11,211.33"
,Accounts Payable (A/P),03/23/2023,Bill Payment (Check),,"D'Amore, Brakus and Koch",,Checking,-440.19,"10,771.14"
,Accounts Payable (A/P),03/24/2023,Bill Payment (Check),,Ortiz-Beatty,,Savings,-120.55,"10,650.59"
,Accounts Payable (A/P),03/27/2023,Bill,,Trantow-Buckridge,,Promotional,806.69,"11,457.28"
,Accounts Payable (A/P),03/29/2023,Bill,,Ortiz-Beatty,,Supplies,684.13,"12,141.41"
